"","Verse.ID","Book.Name","Book.Number","Chapter","Verse","Text"
"217",217,"Genesis",1,9,11,"And my couenant will I establish with you, that from henceforth all flesh shall not be rooted out by ye waters of the flood, neither shall there be a flood to destroy the earth any more."
"218",218,"Genesis",1,9,12,"Then God saide, This is the token of the couenant which I make betweene me and you, and betweene euery liuing thing, that is with you vnto perpetuall generations."
"219",219,"Genesis",1,9,13,"I haue set my bowe in the cloude, and it shalbe for a signe of the couenant betweene me and the earth."
"220",220,"Genesis",1,9,14,"And when I shall couer the earth with a cloud, and the bowe shall be seene in the cloude,"
"221",221,"Genesis",1,9,15,"Then will I remember my couenant, which is betweene me and you, and betweene euery liuing thing in all flesh, and there shalbe no more waters of a flood to destroy all flesh."
"222",222,"Genesis",1,9,16,"Therefore the bowe shalbe in the cloude, that I may see it, and remember the euerlasting couenant betweene God, and euery liuing thing in all flesh that is vpon the earth."
"223",223,"Genesis",1,9,17,"God said yet to Noah, This is the signe of the couenant, which I haue established betweene me and all flesh that is vpon the earth."
"224",224,"Genesis",1,9,18,"Nowe the sonnes of Noah going foorth of the Arke, were Shem and Ham and Iapheth; Ham is the father of Canaan."
"225",225,"Genesis",1,9,19,"These are the three sonnes of Noah, and of them was the whole earth ouerspred."
"226",226,"Genesis",1,9,20,"Noah also began to be an husband man and planted a vineyard."
"227",227,"Genesis",1,9,21,"And he drunke of ye wine and was drunken, & was vncouered in the middes of his tent."
"228",228,"Genesis",1,9,22,"And when Ham the father of Canaan sawe the nakednesse of his father, he tolde his two brethren without."
"229",229,"Genesis",1,9,23,"Then tooke Shem & Iapheth a garment, and put it vpon both their shoulders, and went backwarde, and couered the nakednesse of their father with their faces backwarde: so they sawe not their fathers nakednesse."
"230",230,"Genesis",1,9,24,"Then Noah awoke from his wine, and knew what his yonger sonne had done vnto him,"
"231",231,"Genesis",1,9,25,"And said, Cursed be Canaan: a seruant of seruants shall he be vnto his brethren."
"232",232,"Genesis",1,9,26,"He said moreouer, blessed be the Lord God of Shem, and let Canaan be his seruant."
"233",233,"Genesis",1,9,27,"God perswade Iapheth, that he may dwell in the tentes of Shem, and let Canaan be his seruant."
"234",234,"Genesis",1,9,28,"And Noah liued after the flood three hundreth and fiftie yeeres."
"235",235,"Genesis",1,9,29,"So all the dayes of Noah were nine hundreth and fiftie yeeres: and he died."
"236",236,"Genesis",1,10,1,"Now these are the generations of the sonnes of Noah, Shem, Ham and Iapheth: vnto whom sonnes were borne after the flood."
"237",237,"Genesis",1,10,2,"The sonnes of Iapheth were Gomer and Magog, and Madai, and Iauan, and Tubal, and Meshech, and Tiras."
"238",238,"Genesis",1,10,3,"And the sonnes of Gomer, Ashkenaz, and Riphath, and Togarmah."
"239",239,"Genesis",1,10,4,"Also the sonnes of Iauan, Elishah and Tarshish, Kittim, and Dodanim."
"240",240,"Genesis",1,10,5,"Of these were the yles of the Gentiles deuided in their landes, euery man after his tongue, and after their families in their nations."
"241",241,"Genesis",1,10,6,"Moreouer, ye sonnes of Ham were Cush, and Mizraim, and Put, and Canaan."
"242",242,"Genesis",1,10,7,"And the sonnes of Cush, Seba and Hauilah, and Sabtah, and Raamah, and Sabtecha: also the sonnes of Raamah were Sheba and Dedan."
"243",243,"Genesis",1,10,8,"And Cush begate Nimrod, who began to be mightie in the earth."
"244",244,"Genesis",1,10,9,"He was a mightie hunter before the Lord. wherefore it is saide, As Nimrod the mightie hunter before the Lord."
"245",245,"Genesis",1,10,10,"And the beginning of his kingdome was Babel, and Erech, and Accad, and Calneh, in the land of Shinar."
"246",246,"Genesis",1,10,11,"Out of that land came Asshur, and builded Niniueh, and the citie Rehoboth, and Calah:"
"247",247,"Genesis",1,10,12,"Resen also betweene Niniueh and Calah: this is a great citie."
"248",248,"Genesis",1,10,13,"And Mizraim begate Ludim, and Anamim, and Lehabim, and Naphtuhim."
"249",249,"Genesis",1,10,14,"Pathrusim also, & Casluhim (out of whom came the Philistims) and Caphtorims."
"250",250,"Genesis",1,10,15,"Also Canaan begat Zidon his first borne, and Heth,"
"251",251,"Genesis",1,10,16,"And Iebusi, and Emori, and Girgashi,"
"252",252,"Genesis",1,10,17,"And Hiui, and Arki, and Sini,"
"253",253,"Genesis",1,10,18,"And Aruadi, and Zemari, and Hamathi: and afterwarde were the families of the Canaanites spred abroade."
"254",254,"Genesis",1,10,19,"Then the border of the Canaanites was from Zidon, as thou commest to Gerar vntil Azzah, and as thou goest vnto Sodom, & Gomorah, and Admah, and Zeboijm, euen vnto Lasha."
"255",255,"Genesis",1,10,20,"These are the sonnes of Ham according to their families, according to their tongues in their countries and in their nations."
"256",256,"Genesis",1,10,21,"Vnto Shem also the father of all the sonnes of Eber, and elder brother of Iapheth were children borne."
"257",257,"Genesis",1,10,22,"The sonnes of Shem were Elam and Asshur, and Arpachshad, and Lud, and Aram."
"258",258,"Genesis",1,10,23,"And the sonnes of Aram, Vz and Hul, and Gether and Mash."
"259",259,"Genesis",1,10,24,"Also Arpachshad begate Shelah, and Shelah begate Eber."
"260",260,"Genesis",1,10,25,"Vnto Eber also were borne two sonnes: the name of the one was Peleg: for in his dayes was the earth diuided: and his brothers name was Ioktan."
"261",261,"Genesis",1,10,26,"Then Ioktan begate Almodad and Sheleph, and Hazarmaueth, and Ierah,"
"262",262,"Genesis",1,10,27,"And Hadoram, and Vzal, and Dicklah,"
"263",263,"Genesis",1,10,28,"And Obal, and Abimael, and Sheba,"
"264",264,"Genesis",1,10,29,"And Ophir, and Hauilah, and Iobab: all these were the sonnes of Ioktan."
"265",265,"Genesis",1,10,30,"And their dwelling was from Mesha, as thou goest vnto Sephar a mount of the East."
"266",266,"Genesis",1,10,31,"These are the sonnes of Shem according to their families, according to their tongues, in their countreis and nations."
"267",267,"Genesis",1,10,32,"These are the families of the sonnes of Noah, after their generations among their people: and out of these were the nations diuided in the earth after the flood."
"268",268,"Genesis",1,11,1,"Then the whole earth was of one language and one speache."
"269",269,"Genesis",1,11,2,"And as they went from the East, they found a plaine in the land of Shinar, and there they abode."
"270",270,"Genesis",1,11,3,"And they said one to another, Come, let vs make bricke, and burne it in the fire. So they had bricke for stone, and slyme had they in steade of morter."
"271",271,"Genesis",1,11,4,"Also they said, Goe to, let vs builde vs a citie and a towre, whose top may reache vnto the heauen, that we may get vs a name, lest we be scattered vpon the whole earth."
"272",272,"Genesis",1,11,5,"But the Lord came downe, to see the citie and towre, which the sonnes of men builded."
"273",273,"Genesis",1,11,6,"And the Lord said, Beholde, the people is one, and they all haue one language, and this they begin to doe, neither can they now be stopped from whatsoeuer they haue imagined to do."
"274",274,"Genesis",1,11,7,"Come on, let vs goe downe, and there confound their language, that euery one perceiue not anothers speache."
"275",275,"Genesis",1,11,8,"So ye Lord scattered them from thence vpon all the earth, & they left off to build the citie."
"276",276,"Genesis",1,11,9,"Therefore the name of it was called Babel, because the Lorde did there confounde the language of all the earth: from thence then did the Lord scatter them vpon all the earth."
"277",277,"Genesis",1,11,10,"These are the generations of Shem: Shem was an hundreth yeere olde, & begate Arpachshad two yeere after the flood."
"278",278,"Genesis",1,11,11,"And Shem liued, after he begate Arpachshad, fiue hundreth yeeres, and begate sonnes and daughters."
"279",279,"Genesis",1,11,12,"Also Arpachshad liued fiue and thirtie yeeres, and begate Shelah."
"280",280,"Genesis",1,11,13,"And Arpachshad liued, after he begate Shelah, foure hundreth and three yeeres, and begate sonnes and daughters."
"281",281,"Genesis",1,11,14,"And Shelah liued thirtie yeeres, and begat Eber."
"282",282,"Genesis",1,11,15,"So Shelah liued, after he begat Eber, foure hundreth and three yeeres, and begat sonnes and daughters."
"283",283,"Genesis",1,11,16,"Likewise Eber liued foure & thirtie yeres, and begate Peleg."
"284",284,"Genesis",1,11,17,"So Eber liued, after he begate Peleg, foure hundreth and thirtie yeeres, and begate sonnes and daughters"
"285",285,"Genesis",1,11,18,"And Peleg liued thirtie yeeres, and begate Reu."
"286",286,"Genesis",1,11,19,"And Peleg liued, after he begate Reu, two hundreth and nine yeeres, and begate sonnes and daughters."
"287",287,"Genesis",1,11,20,"Also Reu liued two and thirtie yeeres, and begate Serug."
"288",288,"Genesis",1,11,21,"So Reu liued, after he begate Serug, two hundreth & seuen yeeres, and begate sonnes and daughters."
"289",289,"Genesis",1,11,22,"Moreouer Serug liued thirtie yeeres, and begate Nahor."
"290",290,"Genesis",1,11,23,"And Serug liued, after he begate Nahor, two hundreth yeeres, and begate sonnes and daughters."
"291",291,"Genesis",1,11,24,"And Nahor liued nine and twentie yeeres, and begate Terah."
"292",292,"Genesis",1,11,25,"So Nahor liued, after he begate Terah, an hundreth and nineteene yeeres, and begat sonnes and daughters."
"293",293,"Genesis",1,11,26,"So Terah liued seuentie yeeres, and begate Abram, Nahor, and Haran."
"294",294,"Genesis",1,11,27,"Nowe these are the generations of Terah: Terah begate Abram, Nahor, and Haran: and Haran begate Lot."
"295",295,"Genesis",1,11,28,"Then Haran died before Terah his father in the land of his natiuitie, in Vr of the Caldees."
"296",296,"Genesis",1,11,29,"So Abram and Nahor tooke them wiues. The name of Abrams wife was Sarai, & the name of Nahors wife Milcah, the daughter of Haran, the father of Milcah, and the father of Iscah."
"297",297,"Genesis",1,11,30,"But Sarai was barren, and had no childe."
"298",298,"Genesis",1,11,31,"Then Terah tooke Abram his sonne, and Lot the sonne of Haran, his sonnes sonne, and Sarai his daughter in lawe, his sonne Abrams wife: and they departed together from Vr of the Caldees, to goe into the land of Canaan, and they came to Haran, and dwelt there."
"299",299,"Genesis",1,11,32,"So the dayes of Terah were two hundreth and fiue yeeres, and Terah died in Haran."
"300",300,"Genesis",1,12,1,"For the Lorde had said vnto Abram, Get thee out of thy countrey, and from thy kindred, and from thy fathers house vnto the land that I will shewe thee."
"301",301,"Genesis",1,12,2,"And I will make of thee a great nation, and will blesse thee, and make thy name great, and thou shalt be a blessing."
"302",302,"Genesis",1,12,3,"I will also blesse them that blesse thee, and curse them that curse thee, and in thee shall all families of the earth be blessed."
"303",303,"Genesis",1,12,4,"So Abram departed, euen as ye Lorde spake vnto him, and Lot went with him. (And Abram was seuentie and fiue yeere olde, when he departed out of Haran)"
"304",304,"Genesis",1,12,5,"Then Abram tooke Sarai his wife, & Lot his brothers sonne, and all their substance that they possessed, and the soules that they had gotten in Haran, & they departed, to goe to the land of Canaan: & to the land of Canaan they came."
"305",305,"Genesis",1,12,6,"So Abram passed through the land vnto the place of Shechem, and vnto the plaine of Moreh (and the Canaanite was then in ye land)"
"306",306,"Genesis",1,12,7,"And the Lord appeared vnto Abram, and said, Vnto thy seede will I giue this land; there builded he an altar vnto the Lord, which appeared vnto him."
