ID,Sentence
135,"But in the meane time you see the strange mysteries of the Iesuites doctrine that haue mingled heauen and hel, and lift vp the hands of Subiects against the anoin∣ted of God; arming them with the inuisible armour of Scriptures, Sacraments, Vowes, Prayers and Blessings against their naturall Soueraigns."
136,"Wherein there is great difference betweene the spirite that wrought in Dauid, and this that worketh in them."
137,"For Dauid when relation was made to him (by one that thought he had done Saul the last good office) how Saul had fallen vp∣on his owne sword in battell, and being in the anguish of death, and carefull not to fall aliue in the handes of the Philistims a people vncircumcised desired this sol∣diour to make an ende of him, who did so, and was therefore by Dauid adiudged to die, because hee dared to lay his hands vpon the anointed of the Lord: and yet was Saul a king forsaken and abandoned of God; he had taken his mortall wound before, so as this soldi∣our tooke from him his paine, and not his life; and it was to a good ende, least a heathenish people should reproch the name of God by insulting vpon the per∣son of Saul."
138,"And surely for my part I doe wonder that Princes doe not concurre in loosing these bands, and suppres∣sing this Sect, which maketh a traffique of their sacred liues, concluding and contracting for them with these blinded Votaries in the secrecie of confessions and shrifts."
139,"For I doe not see that Pirates (whom the Ciui∣lians account to be Publici hostes societatis humanae, and therefore Princes bound as they affirme, though they be otherwise in no league one with an other, yea and though they be enemies, to ioyne in the suppressing & extirpation of them) are any such disturbers of hu∣mane societie as these are."
140,"Neither doe I thinke, that the order of the Templers (that was put down through∣out Christendome in a fewe weekes) were euer offen∣ders in so high a degree."
141,And I find somewhat strange that the bishop of Rome (if it were but to auoyd the aspersion of so great a slander and imputation to that Religion) should not purge out this leauen so strange and odious.
142,"But to returne: within fiue or sixe dayes after this fact committed, Squire went to Sea in the Erles owne ship, and belike as Tacitus sayth,  taking the remaine of the same poi∣son with him in a little pot in his portmantue, when the Earle was at Sea betweene Faial and S Michael, he bestowed it vpon the pommels of a chaire of wood, where the Earle vsed to dine and sup: but thankes be to God nothing came of it neither."
143,"Now let me acquaint you a little with the maner of detecting of this matter, which God did likewise strangely bring about."
144,"Squire slept now in securitie: for although he failed of successe, yet he tooke him∣selfe to be out of danger: thinking because it was car∣ried betweene his Confessour and him, it could neuer be reuealed."
145,"But his Confessour whom it imported not so much to keepe it secret as it did Squire, tickled belike with the ioy, that he had such an iron in the fire, imparted it (for his owne glory) to some princi∣pall of the fugitiues there; This raised a great expecta∣tion in them of some effect to insue."
146,"When time pas∣sed, and nothing came of it, they made construction of it, that Squire had beene false to them."
147,"One of the more passionate of them inueyeth bitterly against Squire, telles how he was trusted, and how he had vn∣done the cause; and the better to be reuenged on him, is content that one (that they let slip hither as if he had fled from them) should giue information of this mat∣ter, not with the circumstances, but generally against Squire, partly to win himselfe credit, partly to wrecke themselues on Squire."
148,"And this fellow, because hee would be thought to do the better seruice, would not bring this in his mouth, but in a letter, which he pre∣tended to haue stolne out of one of their Studies."
149,"This letter compared with another letter that the same man brought as written from a seuerall person, both which letters had one and the same busie knot to both names, is suspected to be counterfeited; it is so found."
150,"Heereupon it is collected that this was but an engine against Squire, and that he was an honest man."
151,"Yet be∣cause it was a tender matter, Squire was sent for and ex∣amined."
152,"For a time he denieth; after, he commeth to some circumstances, which concurring with the o∣thers tale, it gaue it to be vnderstood that there was somewhat true, and that all was not an inuention a∣gainst him: Holde was taken of that; and thereupon Squire, not knowing how farre his Confessor had bro∣ken trust with him, by good perswasion, and Gods good working, disclosed all without any rigour in the world."
153,"ut vpon a second aduise being a man of a very good reach, finding that it had bene his wisest way to haue confessed the whole plot and subornation which was knowen to Wallpoole, and there to haue stopt, and not to haue tolde of the putting of i in execution, which was onely knowne to himselfe, and which in∣deede was wonne from him by good following, hee endeuoured at his arraignment to haue distinguished, and auowching the first part, to haue retracted the se∣cond; pretending that although he vndertooke it, yet he had not any purpose to performe it."
154,"Whereupon one of the Commissioners being wel acquainted with all the particular circumstances, did set before him the absurditie of his deniall against his former confession which was voluntarie, particular, and needlesse (otherwise then in conscience of trueth) vpon which speech hee being stricken with remorse, and conuicted in himselfe, acknowledged and iustified the trueth of his former confession in the hearing of all the standers by."
155,"Thus Sir, I haue interteined you with a discourse, which I thinke in reading will affect you diuersly, as it did me in writing; But in the ende I thinke wee shall ioyne in congratulating for our good deliuerance, and desiring of God the continuance of her Maiestie, in whom our good dayes do consist."
156,Here begynneth a shorte and abreue table on the Cronycles ...Saint Albans chronicle.Approx.
157,"1401 KB of XML-encoded text transcribed from 151 1-bit group-IV TIFF page images.Ann Arbor, MI ; Oxford (UK) :Text Creation Partnership,2007-01 (EEBO-TCP Phase 1).A00005 STC 10000 ESTC S106695 99842408 This text has been selected for inclusion in the EEBO-TCP: Navigations collection, funded by the National Endowment for the Humanities."
158,"To the extent possible under law, the Text Creation Partnership has waived all copyright and related or neighboring rights to this keyboarded and encoded edition of the work described above, according to the terms of the CC0 1.0 Public Domain Dedication ( http://creativecommons.org/publicdomain/zero/1.0/)."
159,"This waiver does not extend to any page images or other supplementary files associated with this work, which may be protected by copyright or other license restrictions."
160,Please go to http://www.textcreationpartnership.org/ for more information.Early English books online text creation partnership.
161,Navigations series.
162,"(EEBO-TCP ; phase 1, no."
